taxon_name,name_aligned,source,taxon_status,taxonomicSourceID,name_aligned_family,name_aligned_order
Anemopaegma ionanthum,Anemopaegma ionanthum,wcvp,Accepted,319528,Bignoniaceae,Lamiales
Anemopaegma jucundum,Anemopaegma jucundum,wcvp,Accepted,319529,Bignoniaceae,Lamiales
Anemopaegma oligoneuron,Anemopaegma oligoneuron,wcvp,Accepted,319162,Bignoniaceae,Lamiales
Anemopaegma paraense,Anemopaegma paraense,wcvp,Accepted,319535,Bignoniaceae,Lamiales
Anemopaegma parkeri,Anemopaegma parkeri,wcvp,Accepted,319536,Bignoniaceae,Lamiales
Anemopaegma robustum,Anemopaegma robustum,wcvp,Accepted,319544,Bignoniaceae,Lamiales
Arrabidaea affinis,Tanaecium affine,wcvp,Synonym,320992,Bignoniaceae,Lamiales
Arrabidaea bilabiata,Tanaecium bilabiatum,wcvp,Synonym,320993,Bignoniaceae,Lamiales
Arrabidaea brachypoda,Fridericia platyphylla,wcvp,Synonym,317212,Bignoniaceae,Lamiales
Arrabidaea candicans,Fridericia candicans,wcvp,Synonym,317233,Bignoniaceae,Lamiales
Arrabidaea chica,Fridericia chica,wcvp,Synonym,317403,Bignoniaceae,Lamiales
Arrabidaea cinnamomea,Fridericia cinnamomea,wcvp,Synonym,317591,Bignoniaceae,Lamiales
Arrabidaea conjugata,Fridericia conjugata,wcvp,Synonym,317593,Bignoniaceae,Lamiales
Arrabidaea corallina,Tanaecium dichotomum,wcvp,Synonym,537340,Bignoniaceae,Lamiales
Arrabidaea florida,Fridericia florida,wcvp,Synonym,319224,Bignoniaceae,Lamiales
Arrabidaea inaequalis,Cuspidaria inaequalis,wcvp,Synonym,321005,Bignoniaceae,Lamiales
Arrabidaea japurensis,Fridericia japurensis,wcvp,Synonym,319241,Bignoniaceae,Lamiales
Arrabidaea patellifera,Fridericia patellifera,wcvp,Synonym,321038,Bignoniaceae,Lamiales
Arrabidaea pearcei,Fridericia pearcei,wcvp,Synonym,321040,Bignoniaceae,Lamiales
Arrabidaea platyphylla,Fridericia platyphylla,wcvp,Illegitimate,317212,Bignoniaceae,Lamiales
Arrabidaea pubescens,Fridericia pubescens,wcvp,Synonym,321045,Bignoniaceae,Lamiales
Arrabidaea spicata,Fridericia spicata,wcvp,Synonym,321049,Bignoniaceae,Lamiales
Arrabidaea verrucosa,Fridericia schumanniana,wcvp,Synonym,321058,Bignoniaceae,Lamiales
Bignonia aequinoctialis,Bignonia aequinoctialis,wcvp,Accepted,319795,Bignoniaceae,Lamiales
Bignonia binata,Bignonia binata,wcvp,Accepted,319839,Bignoniaceae,Lamiales
Bignonia corymbosa,Bignonia corymbosa,wcvp,Accepted,527398,Bignoniaceae,Lamiales
Bignonia decora,Bignonia decora,wcvp,Accepted,320974,Bignoniaceae,Lamiales
Bignonia hyacinthina,Bignonia hyacinthina,wcvp,Accepted,320978,Bignoniaceae,Lamiales
Bignonia lilacina,Bignonia lilacina,wcvp,Accepted,320979,Bignoniaceae,Lamiales
Bignonia microcalyx,Bignonia microcalyx,wcvp,Accepted,320091,Bignoniaceae,Lamiales
Bignonia nocturna,Bignonia nocturna,wcvp,Accepted,320980,Bignoniaceae,Lamiales
Bignonia noterophila,Bignonia noterophila,wcvp,Accepted,320115,Bignoniaceae,Lamiales
Bignonia prieurii,Bignonia prieurii,wcvp,Accepted,320158,Bignoniaceae,Lamiales
Bignonia sanctae-crucis,Bignonia sanctae-crucis,wcvp,Accepted,496225,Bignoniaceae,Lamiales
Bignonia sordida,Bignonia sordida,wcvp,Accepted,320987,Bignoniaceae,Lamiales
Callichlamys latifolia,Callichlamys latifolia,wcvp,Accepted,320325,Bignoniaceae,Lamiales
Ceratophytum tetragonolobum,Tanaecium tetragonolobum,wcvp,Synonym,320998,Bignoniaceae,Lamiales
Clytostoma binatum,Bignonia binata,wcvp,Synonym,319839,Bignoniaceae,Lamiales
Clytostoma sciuripabulum,Bignonia sciuripabulum,wcvp,Synonym,320986,Bignoniaceae,Lamiales
Clytostoma uleanum,Bignonia uleana,wcvp,Synonym,320988,Bignoniaceae,Lamiales
Crescentia amazonica,Crescentia amazonica,wcvp,Accepted,320509,Bignoniaceae,Lamiales
Crescentia cujete,Crescentia cujete,wcvp,Accepted,320517,Bignoniaceae,Lamiales
Cuspidaria bracteolata,Cuspidaria bracteolata,wcvp,Accepted,537693,Bignoniaceae,Lamiales
Cuspidaria cinerea,Cuspidaria cinerea,wcvp,Accepted,321004,Bignoniaceae,Lamiales
Cuspidaria floribunda,Cuspidaria floribunda,wcvp,Accepted,320563,Bignoniaceae,Lamiales
Cuspidaria inaequalis,Cuspidaria inaequalis,wcvp,Accepted,321005,Bignoniaceae,Lamiales
Cuspidaria lateriflora,Cuspidaria lateriflora,wcvp,Accepted,320566,Bignoniaceae,Lamiales
Cuspidaria monophylla,Cuspidaria monophylla,wcvp,Accepted,537694,Bignoniaceae,Lamiales
Cuspidaria subincana,Cuspidaria subincana,wcvp,Accepted,320580,Bignoniaceae,Lamiales
Cuspidaria weberbaueri,Cuspidaria weberbaueri,wcvp,Accepted,320582,Bignoniaceae,Lamiales
Cydista aequinoctialis,Bignonia aequinoctialis,wcvp,Synonym,319795,Bignoniaceae,Lamiales
Cydista lilacina,Bignonia lilacina,wcvp,Synonym,320979,Bignoniaceae,Lamiales
Digomphia densicoma,Jacaranda densicoma,wcvp,Synonym,317395,Bignoniaceae,Lamiales
Distictella magnoliifolia,Amphilophium magnoliifolium,wcvp,Synonym,320953,Bignoniaceae,Lamiales
Distictella mansoana,Amphilophium mansoanum,wcvp,Synonym,320954,Bignoniaceae,Lamiales
Distictella racemosa,Amphilophium racemosum,wcvp,Synonym,486871,Bignoniaceae,Lamiales
Dolichandra dentata,Dolichandra dentata,wcvp,Accepted,320925,Bignoniaceae,Lamiales
Dolichandra quadrivalvis,Dolichandra quadrivalvis,wcvp,Accepted,320926,Bignoniaceae,Lamiales
Dolichandra uncata,Dolichandra uncata,wcvp,Accepted,320928,Bignoniaceae,Lamiales
Dolichandra unguis-cati,Dolichandra unguis-cati,wcvp,Accepted,320930,Bignoniaceae,Lamiales
Fridericia candicans,Fridericia candicans,wcvp,Accepted,317233,Bignoniaceae,Lamiales
Fridericia chica,Fridericia chica,wcvp,Accepted,317403,Bignoniaceae,Lamiales
Fridericia cinnamomea,Fridericia cinnamomea,wcvp,Accepted,317591,Bignoniaceae,Lamiales
Fridericia conjugata,Fridericia conjugata,wcvp,Accepted,317593,Bignoniaceae,Lamiales
Fridericia egensis,Fridericia egensis,wcvp,Accepted,319018,Bignoniaceae,Lamiales
Fridericia fanshawei,Fridericia fanshawei,wcvp,Accepted,319036,Bignoniaceae,Lamiales
Fridericia florida,Fridericia florida,wcvp,Accepted,319224,Bignoniaceae,Lamiales
Fridericia japurensis,Fridericia japurensis,wcvp,Accepted,319241,Bignoniaceae,Lamiales
Fridericia lauta,Fridericia lauta,wcvp,Accepted,319243,Bignoniaceae,Lamiales
Fridericia mollis,Fridericia mollis,wcvp,Accepted,319246,Bignoniaceae,Lamiales
Fridericia mutabilis,Fridericia mutabilis,wcvp,Accepted,538936,Bignoniaceae,Lamiales
Fridericia nigrescens,Fridericia nigrescens,wcvp,Accepted,320934,Bignoniaceae,Lamiales
Fridericia ornithophila,Fridericia ornithophila,wcvp,Accepted,321021,Bignoniaceae,Lamiales
Fridericia oxycarpa,Fridericia oxycarpa,wcvp,Accepted,321029,Bignoniaceae,Lamiales
Fridericia patellifera,Fridericia patellifera,wcvp,Accepted,321038,Bignoniaceae,Lamiales
Fridericia platyphylla,Fridericia platyphylla,wcvp,Accepted,317212,Bignoniaceae,Lamiales
Fridericia prancei,Fridericia prancei,wcvp,Accepted,321044,Bignoniaceae,Lamiales
Fridericia pubescens,Fridericia pubescens,wcvp,Accepted,321045,Bignoniaceae,Lamiales
Fridericia schumanniana,Fridericia schumanniana,wcvp,Accepted,321058,Bignoniaceae,Lamiales
Fridericia spicata,Fridericia spicata,wcvp,Accepted,321049,Bignoniaceae,Lamiales
Fridericia trailii,Fridericia trailii,wcvp,Accepted,321053,Bignoniaceae,Lamiales
Fridericia triplinervia,Fridericia triplinervia,wcvp,Accepted,321054,Bignoniaceae,Lamiales
Fridericia tuberculata,Fridericia tuberculata,wcvp,Accepted,321056,Bignoniaceae,Lamiales
Handroanthus albus,Handroanthus albus,wcvp,Accepted,317129,Bignoniaceae,Lamiales
Handroanthus barbatus,Handroanthus barbatus,wcvp,Accepted,317135,Bignoniaceae,Lamiales
Handroanthus capitatus,Handroanthus capitatus,wcvp,Accepted,317136,Bignoniaceae,Lamiales
Handroanthus chrysanthus,Handroanthus chrysanthus,wcvp,Accepted,347059,Bignoniaceae,Lamiales
Handroanthus heptaphyllus,Handroanthus heptaphyllus,wcvp,Accepted,317145,Bignoniaceae,Lamiales
Handroanthus incanus,Handroanthus incanus,wcvp,Accepted,347065,Bignoniaceae,Lamiales
Handroanthus obscurus,Handroanthus obscurus,wcvp,Accepted,317150,Bignoniaceae,Lamiales
Handroanthus ochraceus,Handroanthus ochraceus,wcvp,Accepted,317151,Bignoniaceae,Lamiales
Handroanthus pulcherrimus,Handroanthus pulcherrimus,wcvp,Accepted,321032,Bignoniaceae,Lamiales
Handroanthus serratifolius,Handroanthus serratifolius,wcvp,Accepted,347070,Bignoniaceae,Lamiales
Jacaranda brasiliana,Jacaranda brasiliana,wcvp,Accepted,317362,Bignoniaceae,Lamiales
Jacaranda campinae,Jacaranda campinae,wcvp,Accepted,317417,Bignoniaceae,Lamiales
Jacaranda copaia,Jacaranda copaia,wcvp,Accepted,317413,Bignoniaceae,Lamiales
Jacaranda cuspidifolia,Jacaranda cuspidifolia,wcvp,Accepted,317398,Bignoniaceae,Lamiales
Jacaranda egleri,Jacaranda egleri,wcvp,Accepted,317409,Bignoniaceae,Lamiales
Jacaranda glabra,Jacaranda glabra,wcvp,Accepted,317319,Bignoniaceae,Lamiales
Jacaranda macrocarpa,Jacaranda macrocarpa,wcvp,Accepted,317381,Bignoniaceae,Lamiales
Jacaranda obtusifolia,Jacaranda obtusifolia,wcvp,Accepted,317394,Bignoniaceae,Lamiales
Lundia corymbifera,Lundia corymbifera,wcvp,Accepted,317488,Bignoniaceae,Lamiales
Lundia densiflora,Lundia densiflora,wcvp,Accepted,317490,Bignoniaceae,Lamiales
Lundia erionema,Lundia erionema,wcvp,Accepted,317463,Bignoniaceae,Lamiales
Lundia puberula,Lundia puberula,wcvp,Accepted,317462,Bignoniaceae,Lamiales
Lundia spruceana,Lundia spruceana,wcvp,Accepted,317466,Bignoniaceae,Lamiales
Macfadyena uncata,Dolichandra uncata,wcvp,Synonym,320928,Bignoniaceae,Lamiales
Manaosella cordifolia,Manaosella cordifolia,wcvp,Accepted,317537,Bignoniaceae,Lamiales
Mansoa alliacea,Mansoa alliacea,wcvp,Accepted,317544,Bignoniaceae,Lamiales
Mansoa difficilis,Mansoa difficilis,wcvp,Accepted,317569,Bignoniaceae,Lamiales
Mansoa kerere,Pachyptera kerere,wcvp,Synonym,317929,Bignoniaceae,Lamiales
Mansoa parvifolia,Mansoa parvifolia,wcvp,Accepted,317571,Bignoniaceae,Lamiales
Mansoa standleyi,Mansoa standleyi,wcvp,Accepted,317626,Bignoniaceae,Lamiales
Mansoa verrucifera,Mansoa verrucifera,wcvp,Accepted,317614,Bignoniaceae,Lamiales
Martinella iquitoensis,Martinella iquitoensis,wcvp,Accepted,317600,Bignoniaceae,Lamiales
Martinella obovata,Martinella obovata,wcvp,Accepted,317603,Bignoniaceae,Lamiales
Martinella tomentosa,Martinella tomentosa,wcvp,Accepted,548494,Bignoniaceae,Lamiales
Melloa quadrivalvis,Dolichandra quadrivalvis,wcvp,Synonym,320926,Bignoniaceae,Lamiales
Memora cladotricha,Adenocalymma cladotrichum,wcvp,Synonym,320886,Bignoniaceae,Lamiales
Memora schomburgkii,Adenocalymma schomburgkii,wcvp,Synonym,320921,Bignoniaceae,Lamiales
Mussatia hyacinthina,Bignonia hyacinthina,wcvp,Synonym,320978,Bignoniaceae,Lamiales
Pachyptera aromatica,Pachyptera aromatica,wcvp,Accepted,320990,Bignoniaceae,Lamiales
Pachyptera kerere,Pachyptera kerere,wcvp,Accepted,317929,Bignoniaceae,Lamiales
Paragonia pyramidata,Tanaecium pyramidatum,wcvp,Synonym,320995,Bignoniaceae,Lamiales
Phryganocydia corymbosa,Bignonia corymbosa,wcvp,Synonym,527398,Bignoniaceae,Lamiales
Pithecoctenium crucigerum,Amphilophium crucigerum,wcvp,Synonym,320940,Bignoniaceae,Lamiales
Pleonotoma clematis,Pleonotoma clematis,wcvp,Accepted,317889,Bignoniaceae,Lamiales
Pleonotoma dendrotricha,Pleonotoma dendrotricha,wcvp,Accepted,317888,Bignoniaceae,Lamiales
Pleonotoma exserta,Pleonotoma exserta,wcvp,Accepted,317896,Bignoniaceae,Lamiales
Pleonotoma jasminifolia,Pleonotoma jasminifolia,wcvp,Accepted,317859,Bignoniaceae,Lamiales
Pleonotoma longiflora,Pleonotoma longiflora,wcvp,Accepted,464057,Bignoniaceae,Lamiales
Pleonotoma melioides,Pleonotoma melioides,wcvp,Accepted,317856,Bignoniaceae,Lamiales
Pleonotoma pavettiflora,Pleonotoma pavettiflora,wcvp,Accepted,317854,Bignoniaceae,Lamiales
Pleonotoma variabilis,Pleonotoma variabilis,wcvp,Accepted,317846,Bignoniaceae,Lamiales
Pyrostegia dichotoma,Pyrostegia venusta,wcvp,Synonym,317830,Bignoniaceae,Lamiales
Pyrostegia venusta,Pyrostegia venusta,wcvp,Accepted,317830,Bignoniaceae,Lamiales
Roentgenia bracteomana,Bignonia bracteomana,wcvp,Synonym,320966,Bignoniaceae,Lamiales
Sparattosperma leucanthum,Sparattosperma leucanthum,wcvp,Accepted,318327,Bignoniaceae,Lamiales
Spathicalyx xanthophylla,Tanaecium xanthophyllum,wcvp,Synonym,321000,Bignoniaceae,Lamiales
Spathodea campanulata,Spathodea campanulata,wcvp,Accepted,318309,Bignoniaceae,Lamiales
Stizophyllum inaequilaterum,Stizophyllum inaequilaterum,wcvp,Accepted,318166,Bignoniaceae,Lamiales
Stizophyllum perforatum,Stizophyllum perforatum,wcvp,Accepted,318156,Bignoniaceae,Lamiales
Stizophyllum riparium,Stizophyllum riparium,wcvp,Accepted,318162,Bignoniaceae,Lamiales
Tabebuia aurea,Tabebuia aurea,wcvp,Accepted,318724,Bignoniaceae,Lamiales
Tabebuia barbata,Handroanthus barbatus,wcvp,Synonym,317135,Bignoniaceae,Lamiales
Tabebuia chrysantha,Handroanthus chrysanthus,wcvp,Synonym,347059,Bignoniaceae,Lamiales
Tabebuia dubia,Tabebuia dubia,wcvp,Accepted,318731,Bignoniaceae,Lamiales
Tabebuia impetiginosa,Handroanthus impetiginosus,wcvp,Synonym,317146,Bignoniaceae,Lamiales
Tabebuia insignis,Tabebuia insignis,wcvp,Accepted,318619,Bignoniaceae,Lamiales
Tabebuia ochracea,Handroanthus ochraceus,wcvp,Synonym,317151,Bignoniaceae,Lamiales
Tabebuia pilosa,Tabebuia pilosa,wcvp,Accepted,318892,Bignoniaceae,Lamiales
Tabebuia rosea,Tabebuia rosea,wcvp,Accepted,318853,Bignoniaceae,Lamiales
Tabebuia serratifolia,Handroanthus serratifolius,wcvp,Synonym,347070,Bignoniaceae,Lamiales
Tanaecium bilabiatum,Tanaecium bilabiatum,wcvp,Accepted,320993,Bignoniaceae,Lamiales
Tanaecium dichotomum,Tanaecium dichotomum,wcvp,Accepted,537340,Bignoniaceae,Lamiales
Tanaecium duckei,Tanaecium duckei,wcvp,Accepted,318788,Bignoniaceae,Lamiales
Tanaecium jaroba,Tanaecium jaroba,wcvp,Accepted,318689,Bignoniaceae,Lamiales
Tanaecium nocturnum,Bignonia nocturna,wcvp,Synonym,320980,Bignoniaceae,Lamiales
Tanaecium pyramidatum,Tanaecium pyramidatum,wcvp,Accepted,320995,Bignoniaceae,Lamiales
Tanaecium revillae,Tanaecium revillae,wcvp,Accepted,320996,Bignoniaceae,Lamiales
Tanaecium selloi,Tanaecium selloi,wcvp,Accepted,320997,Bignoniaceae,Lamiales
Tanaecium truncatum,Tanaecium truncatum,wcvp,Accepted,320999,Bignoniaceae,Lamiales
Tanaecium xanthophyllum,Tanaecium xanthophyllum,wcvp,Accepted,321000,Bignoniaceae,Lamiales
Tecoma stans,Tecoma stans,wcvp,Accepted,318412,Bignoniaceae,Lamiales
Tynanthus densiflorus,Tynanthus densiflorus,wcvp,Accepted,493305,Bignoniaceae,Lamiales
Tynanthus panurensis,Tynanthus panurensis,wcvp,Accepted,319081,Bignoniaceae,Lamiales
Tynanthus polyanthus,Tynanthus polyanthus,wcvp,Accepted,319068,Bignoniaceae,Lamiales
Tynanthus schumannianus,Tynanthus schumannianus,wcvp,Accepted,319087,Bignoniaceae,Lamiales
Xylophragma platyphyllum,Xylophragma platyphyllum,wcvp,Accepted,321010,Bignoniaceae,Lamiales
Xylophragma pratense,Xylophragma myrianthum,wcvp,Synonym,318931,Bignoniaceae,Lamiales
Bixa arborea,Bixa arborea,wcvp,Accepted,22270,Bixaceae,Malvales
Bixa excelsa,Bixa excelsa,wcvp,Accepted,22271,Bixaceae,Malvales
Bixa orellana,Bixa orellana,wcvp,Accepted,22274,Bixaceae,Malvales
Bixa urucurana,Bixa urucurana,wcvp,Accepted,22282,Bixaceae,Malvales
Cochlospermum orinocense,Cochlospermum orinocense,wcvp,Accepted,44543,Bixaceae,Malvales
Cochlospermum regium,Cochlospermum regium,wcvp,Accepted,44548,Bixaceae,Malvales
Cochlospermum vitifolium,Cochlospermum vitifolium,wcvp,Accepted,44555,Bixaceae,Malvales
Archytaea angustifolia,Archytaea angustifolia,wcvp,Accepted,2647086,Bonnetiaceae,Malpighiales
Archytaea triflora,Archytaea triflora,wcvp,Accepted,2647090,Bonnetiaceae,Malpighiales
Bonnetia maguireorum,Bonnetia maguireorum,wcvp,Accepted,2679506,Bonnetiaceae,Malpighiales
Bonnetia neblinae,Bonnetia neblinae,wcvp,Accepted,2679511,Bonnetiaceae,Malpighiales
Bonnetia paniculata,Bonnetia paniculata,wcvp,Accepted,2679514,Bonnetiaceae,Malpighiales
Bonnetia sessilis,Bonnetia sessilis,wcvp,Accepted,2679526,Bonnetiaceae,Malpighiales
Bonnetia tristyla,Bonnetia tristyla,wcvp,Accepted,2679533,Bonnetiaceae,Malpighiales
Cordia acutifolia,Cordia acutifolia,wcvp,Accepted,2736520,Boraginaceae,Boraginales
Cordia alliodora,Cordia alliodora,wcvp,Accepted,2736526,Boraginaceae,Boraginales
Cordia americana,Cordia americana,wcvp,Accepted,2736534,Boraginaceae,Boraginales
Cordia bicolor,Cordia bicolor,wcvp,Accepted,2736580,Boraginaceae,Boraginales
Cordia buddleoides,Varronia buddleoides,wcvp,Synonym,2605767,Boraginaceae,Boraginales
Cordia chamissoniana,Cordia chamissoniana,wcvp,Accepted,2736642,Boraginaceae,Boraginales
Cordia collococca,Bourreria succulenta,wcvp,Illegitimate,2680892,Boraginaceae,Boraginales
Cordia decipiens,Cordia decipiens,wcvp,Accepted,2736708,Boraginaceae,Boraginales
Cordia dwyeri,Cordia dwyeri,wcvp,Accepted,2736735,Boraginaceae,Boraginales
Cordia ecalyculata,Cordia ecalyculata,wcvp,Accepted,2736736,Boraginaceae,Boraginales
Cordia exaltata,Cordia exaltata,wcvp,Accepted,2736751,Boraginaceae,Boraginales
Cordia fallax,Cordia fallax,wcvp,Accepted,2736757,Boraginaceae,Boraginales
Cordia fulva,Cordia fulva,wcvp,Accepted,2736780,Boraginaceae,Boraginales
Cordia goeldiana,Cordia goeldiana,wcvp,Accepted,2736818,Boraginaceae,Boraginales
Cordia hebeclada,Cordia panamensis,wcvp,Synonym,2737083,Boraginaceae,Boraginales
Cordia kingstoniana,Cordia kingstoniana,wcvp,Accepted,2736908,Boraginaceae,Boraginales
Cordia lomatoloba,Cordia lomatoloba,wcvp,Accepted,2736960,Boraginaceae,Boraginales
Cordia magnoliifolia,Cordia magnoliifolia,wcvp,Accepted,2736987,Boraginaceae,Boraginales
Cordia naidophila,Cordia naidophila,wcvp,Accepted,2737036,Boraginaceae,Boraginales
Cordia nodosa,Cordia nodosa,wcvp,Accepted,2737050,Boraginaceae,Boraginales
Cordia panicularis,Cordia panicularis,wcvp,Accepted,2737084,Boraginaceae,Boraginales
Cordia polycephala,Varronia polycephala,wcvp,Synonym,2455404,Boraginaceae,Boraginales
Cordia ripicola,Cordia ripicola,wcvp,Accepted,2737163,Boraginaceae,Boraginales
Cordia sagotii,Cordia sagotii,wcvp,Accepted,2737184,Boraginaceae,Boraginales
Cordia scabrifolia,Cordia scabrifolia,wcvp,Accepted,2737201,Boraginaceae,Boraginales
Cordia seleriana,Cordia seleriana,wcvp,Accepted,2737215,Boraginaceae,Boraginales
Cordia sellowiana,Cordia trichoclada,wcvp,Illegitimate,2737302,Boraginaceae,Boraginales
Cordia sericicalyx,Cordia sericicalyx,wcvp,Accepted,2737221,Boraginaceae,Boraginales
Cordia silvestris,Cordia silvestris,wcvp,Accepted,2737231,Boraginaceae,Boraginales
Cordia sprucei,Cordia sprucei,wcvp,Accepted,2737245,Boraginaceae,Boraginales
Cordia tetrandra,Cordia tetrandra,wcvp,Accepted,2737278,Boraginaceae,Boraginales
Cordia toqueve,Cordia toqueve,wcvp,Accepted,2737295,Boraginaceae,Boraginales
Cordia trachyphylla,Cordia trachyphylla,wcvp,Accepted,2737299,Boraginaceae,Boraginales
Cordia trichotoma,Cordia trichotoma,wcvp,Accepted,2737306,Boraginaceae,Boraginales
Cordia ucayaliensis,Cordia ucayaliensis,wcvp,Accepted,2737314,Boraginaceae,Boraginales
Cordia ulei,Cordia ulei,wcvp,Accepted,2737316,Boraginaceae,Boraginales
Euploca filiformis,Euploca filiformis,wcvp,Accepted,2896160,Boraginaceae,Boraginales
Euploca polyphylla,Euploca polyphylla,wcvp,Accepted,2896169,Boraginaceae,Boraginales
Euploca procumbens,Euploca procumbens,wcvp,Accepted,2804626,Boraginaceae,Boraginales
Heliotropium angiospermum,Heliotropium angiospermum,wcvp,Accepted,2843776,Boraginaceae,Boraginales
Heliotropium cuspidatum,Heliotropium cuspidatum,wcvp,Accepted,3236021,Boraginaceae,Boraginales
Heliotropium filiforme,Euploca filiformis,wcvp,Synonym,2896160,Boraginaceae,Boraginales
Heliotropium indicum,Heliotropium indicum,wcvp,Accepted,2844124,Boraginaceae,Boraginales
Heliotropium laevigatum,Heliotropium laevigatum,wcvp,Accepted,3244509,Boraginaceae,Boraginales
Heliotropium melanochaeta,Heliotropium melanochaeta,wcvp,Accepted,3236031,Boraginaceae,Boraginales
Heliotropium procumbens,Euploca procumbens,wcvp,Synonym,2804626,Boraginaceae,Boraginales
Heliotropium transalpinum,Heliotropium transalpinum,wcvp,Accepted,2844568,Boraginaceae,Boraginales
Heliotropium ulei,Heliotropium ulei,wcvp,Accepted,3236022,Boraginaceae,Boraginales
Heliotropium verdcourtii,Heliotropium verdcourtii,wcvp,Accepted,2844596,Boraginaceae,Boraginales
Myriopus maculatus,Myriopus maculatus,wcvp,Accepted,2607904,Boraginaceae,Boraginales
Myriopus paniculatus,Myriopus paniculatus,wcvp,Accepted,2607905,Boraginaceae,Boraginales
Myriopus rubicundus,Myriopus rubicundus,wcvp,Accepted,2904673,Boraginaceae,Boraginales
Tournefortia bicolor,Heliotropium verdcourtii,wcvp,Synonym,2844596,Boraginaceae,Boraginales
Tournefortia cuspidata,Heliotropium cuspidatum,wcvp,Synonym,3236021,Boraginaceae,Boraginales
Tournefortia gnaphalodes,Tournefortia gnaphalodes,wcvp,Accepted,2437015,Boraginaceae,Boraginales
Tournefortia maculata,Myriopus maculatus,wcvp,Synonym,2607904,Boraginaceae,Boraginales
Varronia curassavica,Varronia curassavica,wcvp,Accepted,2455189,Boraginaceae,Boraginales
Varronia dichotoma,Varronia dichotoma,wcvp,Accepted,2455161,Boraginaceae,Boraginales
Varronia grandiflora,Varronia grandiflora,wcvp,Accepted,2455225,Boraginaceae,Boraginales
Varronia multicapitata,Varronia multicapitata,wcvp,Accepted,2999278,Boraginaceae,Boraginales
Varronia multispicata,Varronia multispicata,wcvp,Accepted,2455410,Boraginaceae,Boraginales
Varronia polycephala,Varronia polycephala,wcvp,Accepted,2455404,Boraginaceae,Boraginales
